sku,ean,nombre,marca,presentacion,concentracion,forma_farmaceutica,categoria,subcategoria,linea,costo,techo,oferta,imagen_url,imagen_origen,nombre_lista
FC-05034382,3504105034382,Shampoo Recién Nacido,MUSTELA,150 ml,,,Cuidado personal,Dermatología,CAPILARES,190.56,259.17,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/3504105034382_1.jpg,dermaexpress,MUSTELA SHAMPOO RECIÉN NACIDO 150ML
FC-05036133,3504105036133,Shampoo Suave,MUSTELA,500 ml,,,Cuidado personal,Dermatología,CAPILARES,189.5,257.72,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/3504105036133_1.jpg,dermaexpress,MUSTELA SHAMPOO SUAVE 500ML
FC-05036126,3504105036126,Shampoo Suave,MUSTELA,200 ml,,,Cuidado personal,Dermatología,CAPILARES,114.34,155.5,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/3504105036126_1.jpg,dermaexpress,PN SHAMPOO SUAVE 200ML
FC-05035815,3504105035815,Solución Limpiadora Sin Enjuague,MUSTELA,300 ml,,Solución,Cuidado personal,Dermatología,CAPILARES,161.74,219.96,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/3504105035815_1.jpg,dermaexpress,PN SOLUCION LIMPIADORA SIN ENJUAGUE 300ML
FC-05039875,3504105039875,Stelatopia Crema Relipidizante Corporal,MUSTELA,300 ml,,Crema,Cuidado personal,Dermatología,CAPILARES,499.66,679.53,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/3504105039875_1.jpg,dermaexpress,MUSTELA STELATOPIA CREMA RELIPIDIZANTE CORPORAL 300ML
FC-05039844,3504105039844,Stelatopia Crema Relipidizante Corporal,MUSTELA,150 ml,,Crema,Cuidado personal,Dermatología,PIEL SECA,331.4,450.71,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/3504105039844_1.jpg,dermaexpress,PA CREMA RELIPIDIZANTE STELATOPIA CORPORAL 150ML
FC-05033637,3504105033637,Stelatopia Gel Lavante,MUSTELA,200 ml,,Gel,Cuidado personal,Dermatología,LIMPIADORES,287.95,391.62,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/3504105033637_1.jpg,dermaexpress,PA STELATOPIA GEL LAVANTE 200ML
FC-05041458,3504105041458,Toallitas Húmedas Compostables 60 pz,MUSTELA,,,,Cuidado personal,Dermatología,LIMPIADORES,153.36,208.58,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/3504105041458_1.jpg,dermaexpress,PN TOALLITAS HUMEDAS CUERPO COMPOSTABLES 60PZ
FC-13301446,732013301446,Clarify Gel para Brotes Cutáneos,Neostrata,15 g,,Gel,Cuidado personal,Dermatología,DESPIGMENTANTES,452.02,615,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/732013301446.png,dermaexpress,NEOS SPOT GEL 15GR
FC-13301453,732013301453,Clarify Tónico Exfoliante para Piel Grasa o con Acné,Neostrata,100 ml,,,Cuidado personal,Dermatología,TRATAMIENTOS,599.03,815,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/732013301453.png,dermaexpress,NEOS SOLUCION ACNE 100ML
FC-13301194,732013301194,Enlighten Contorno de Ojos Iluminador,Neostrata,15 g,,,Cuidado personal,Dermatología,DESPIGMENTANTES,837.9,1140,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/732013301194.png,dermaexpress,ENLIGHTEN CREMA CONTORNO OJOS 15GR
FC-13250195,732013250195,Enlighten Crema Limpiadora Exfoliante,Neostrata,100 ml,,Crema,Cuidado personal,Dermatología,DESPIGMENTANTES,661.5,900,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/DEDEDEDEDE.webp,dermaexpress,ENLIGHTEN GEL LIMPIADOR 100ML
FC-13301606,732013301606,Enlighten Fluido Facial Despigmentante,Neostrata,30 ml,,Fluido,Cuidado personal,Dermatología,DESPIGMENTANTES,955.5,1300,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/732013301606.png,dermaexpress,ENLIGHTEN PIGMENT CONTROLLER FLUIDO 50ML
FC-13301620,732013301620,Enlighten Gel Despigmentante,Neostrata,20 g,,Gel,Cuidado personal,Dermatología,DESPIGMENTANTES,441,600,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/neostrata-skin-lighten-e1630600937141.jpg,dermaexpress,ENLIGHTEN GEL DESPIGMENTANTE 20GR
FC-13302160,732013302160,Enlighten Gel Despigmentante para Manchas,Neostrata,40 g,,Gel,Cuidado personal,Dermatología,DESPIGMENTANTES,725.44,987,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/732013302160.png,dermaexpress,ENLIGHTEN GEL DESPIGMENTANTE 40GR
FC-13301613,732013301613,Enlighten Suero Facial Iluminador,Neostrata,30 ml,,,Cuidado personal,Dermatología,DESPIGMENTANTES,1029,1400,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/10.jpg,dermaexpress,ENLIGHTEN ILLUMINATING SUERO 30ML
FC-13301545,732013301545,PDS Crema Corporal para Piel Seca,Neostrata,100 ml,,Crema,Cuidado personal,Dermatología,EMOLIENTE,588,800,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/732013301545.png,dermaexpress,NEOSTRATA PDS 100GR
FC-13301415,732013301415,Repair Crema Contorno de Ojos,Neostrata,15 g,,Crema,Cuidado personal,Dermatología,ANTI-EDAD,635.78,865,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/14.jpg,dermaexpress,NEOS CONTORNO DE OJOS 15GR
FC-13301378,732013301378,Restore Crema Facial Lactibionica,Neostrata,40 g,,Crema,Cuidado personal,Dermatología,ANTI-EDAD,682.81,929,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/732013301378.png,dermaexpress,NEOS CREMA LACTOBIONICA 40GR
FC-13301729,732013301729,restore mascarilla,Neostrata,20 g,,,Cuidado personal,Dermatología,EMOLIENTE,265.34,361,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/1_ee8fd867-7f63-43c9-8baa-6b8aa7eaf5ef.jpg,dermaexpress,NEOSTRATA RESTORE MASCARILLA FACIAL HIDRATANTE 20G
FC-13301392,732013301392,Restore Suero Facial Antirrojeces,Neostrata,29 g,,,Cuidado personal,Dermatología,TRATAMIENTOS,1029,1400,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/13.jpg,dermaexpress,NEOS SUERO FACIAL ANTI-ROJECES 29GR
FC-13301385,732013301385,Restore Suero Facial Lactobiónico,Neostrata,30 ml,,,Cuidado personal,Dermatología,ANTI-EDAD,874.65,1190,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/Adaptaciones-11.jpg,dermaexpress,NEOS SUERO FACIAL LACTOBIONICO 30ML
FC-13301323,732013301323,Resurface Crema Facial Ultrasuavizante,Neostrata,40 g,,Crema,Cuidado personal,Dermatología,EMOLIENTE,565.95,770,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/Adaptaciones-10.jpg,dermaexpress,NEOS CREMA 10% ULTRASUAVISANTE 40GR
FC-13302092,732013302092,Resurface Crema Ultrasuavizante Plus,Neostrata,40 g,,Crema,Cuidado personal,Dermatología,EMOLIENTE,735,1000,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/732013302092.png,dermaexpress,NEOSTRATA CREMA FACIAL PLUS 40GR
FC-13301552,732013301552,Resurface Loción Plus,Neostrata,200 ml,,,Cuidado personal,Dermatología,EMOLIENTE,882,1200,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/732013301552.png,dermaexpress,NESOTRATA LOCION PLUS 200ML
FC-13301330,732013301330,Resurface Loción Ultrasuavizante,Neostrata,200 ml,,,Cuidado personal,Dermatología,EMOLIENTE,632.1,860,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/732013301330.png,dermaexpress,NEOS LOCION 10% ULTRASUAVIZANTE 200ML
FC-13250188,732013250188,Skin Active Crema Facial de Día FPS 30,Neostrata,50 ml,FPS 30,Crema,Cuidado personal,Dermatología,ANTI-EDAD,1278.9,1740,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/04.jpg,dermaexpress,NEOSTRATA SKIN ACTIVE CREMA DE DÍA 50 G
FC-13303013,732013303013,Skin Active Crema para Cuello y Escote,Neostrata,80 g,,Crema,Cuidado personal,Dermatología,ANTI-EDAD,1433.25,1950,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/732013303013.jpg,dermaexpress,NEOSTRATA SKIN ACTIVE CREMA PARA CUELLO
FC-13303068,732013303068,Skin Active Firming Tratamiento Reafirmante Facial,Neostrata,30 ml,,,Cuidado personal,Dermatología,ANTI-EDAD,1558.2,2120,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/732013303068.jpg,dermaexpress,NEOSTRATA TRI-THERAPY LIFTING SERUM 30ML
FC-13303037,732013303037,Skin Active Rebound Crema Facial,Neostrata,50 g,,Crema,Cuidado personal,Dermatología,ANTI-EDAD,1433.25,1950,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/732013303037.jpg,dermaexpress,SKIN ACTIVE REBOUND CREMA FACIAL 50G
FC-13303051,732013303051,Skin Active Repair Tratamiento Intensivo Antiedad,Neostrata,15 ml,,,Cuidado personal,Dermatología,ANTI-EDAD,1418.55,1930,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/732013303051.jpg,dermaexpress,NEOSTRATA SKIN ACTIVE CREMA PARA CONTORNO DE OJOS
FC-13302924,732013302924,Skin Active Retinol Complex Crema Facial Reafirmante,Neostrata,30 ml,,Crema,Cuidado personal,Dermatología,ANTI-EDAD,1293.6,1760,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/732013302924.jpg,dermaexpress,NEOSTRATA SKIN ACTIVE POTENT RETINOL COMPLEX 30ml
FC-40002562,3571940002562,Actipur Expert Sensi Crema Calmante Anti-Imperfeciones,Noreva,30 ml,,Crema,Cuidado personal,Dermatología,SOLARES,385.88,525,,,,ACTIPUR EXPERT SENSI CREMA CALMANTE ANTI-IMPERFECIONES 30 ML
FC-40003514,3571940003514,Actipur Peel Serum,Noreva,30 ml,,,Cuidado personal,Dermatología,SOLARES,540.22,735,,,,ACTIPUR PEEL SERUM 30ML
FC-51478482,3401351478482,Aquareva Corporal,Noreva,400 ml,,,Cuidado personal,Dermatología,SOLARES,422.63,575,,,,AQUAREVA CORPORAL 400ML
FC-21229601,3401321229601,Aquareva Crema de Noche,Noreva,50 ml,,Crema,Cuidado personal,Dermatología,SOLARES,165.38,225,,,,AQUAREVA CREMA DE NOCHE 50ML
FC-63073437,3401563073437,Cicadiane Crema Calmante Reparadora,Noreva,40 ml,,Crema,Cuidado personal,Dermatología,SOLARES,349.12,475,,,,CICADIANE CREMA CALMANTE REPARADORA 40ML
FC-60136946,3401360136946,Cicadiane Crema Protectora Solar Calmante Reparadora FPS 50+,Noreva,40 ml,FPS 50+,Crema,Cuidado personal,Dermatología,SOLARES,463.05,630,,,,CICADIANE CREMA PROTECTORA SOLAR CALMANTE REPARADORA  FPS50+ 40ML
FC-40000636,3571940000636,Densidiane Crema Redensificante,Noreva,125 ml,,Crema,Cuidado personal,Dermatología,SOLARES,874.65,1190,,,,DENSIDIANE CREMA REDENSIFICANTE 125ML
FC-97676194,3401397676194,Exfoliac Fluido SPF50 Matificante,Noreva,40 ml,,Fluido,Cuidado personal,Dermatología,SOLARES,547.57,745,,,,EXFOLIAC FLUIDO SPF50 MATIFICANTE 40ML
FC-47779324,3401547779324,Exfoliac Gel Dermolimpiador,Noreva,200 ml,,Gel,Cuidado personal,Dermatología,SOLARES,374.85,510,,,,EXFOLIAC GEL DERMOLIMPIADOR 200ML
FC-40001640,3571940001640,Exfoliac Gel Limpiador Espumoso Suave,Noreva,200 ml,,Gel,Cuidado personal,Dermatología,SOLARES,367.5,500,,,,EXFOLIAC GEL LIMPIADOR ESPUMOSO SUAVE 200ML
FC-40000384,3571940000384,Exfoliac Gommage,Noreva,50 ml,,,Cuidado personal,Dermatología,SOLARES,363.82,495,,,,EXFOLIAC GOMMAGE 50ML
FC-40000391,3571940000391,Exfoliac Locion Secante,Noreva,125 ml,,,Cuidado personal,Dermatología,SOLARES,540.22,735,,,,EXFOLIAC LOCION SECANTE  125ML
FC-40000605,3571940000605,Noveane Premium Crema Día,Noreva,,,Crema,Cuidado personal,Dermatología,SOLARES,808.5,1100,,,,NOVEANE PREMIUM CREMA DÍA
FC-51249653,3401551249653,Psoriane Gel Limpiador,Noreva,500 ml,,Gel,Cuidado personal,Dermatología,SOLARES,676.2,920,,,,PSORIANE GEL LIMPIADOR 500ML
FC-40001206,3571940001206,Sebodiane DS Shampoo Estado Escamoso,Noreva,150 ml,,,Cuidado personal,Dermatología,SOLARES,499.8,680,,,,SEBODIANE DS SHAMPOO ESTADO ESCAMOSO 150ML
FC-40001091,3571940001091,Sebodiane Microemulsion,Noreva,30 ml,,,Cuidado personal,Dermatología,SOLARES,330.75,450,,,,SEBODIANE MICROEMULSION 30ML
FC-40001084,3571940001084,Sebodiane Suero,Noreva,8 ml,,,Cuidado personal,Dermatología,SOLARES,676.2,920,,,,SEBODIANE SUERO 8ML
FC-60253308,3401360253308,Sensidiane AR Cc FPS 30 Antirojeces C/Claro,Noreva,40 ml,FPS 30,,Cuidado personal,Dermatología,SOLARES,661.5,900,,,,SENSIDIANE AR CC FPS30 ANTIROJECES C/CLARO 40ML
FC-62326459,3401562326459,Sensidiane AR Emulsion Facial Intensiva Antirojeces,Noreva,30 ml,,,Cuidado personal,Dermatología,SOLARES,510.83,695,,,,SENSIDIANE AR EMULSION FACIAL INTENSIVA ANTIROJECES  30ML
FC-40002807,3571940002807,Sensidiane Gel Limpiador Calmante Rostro y Cuerpo,Noreva,200 ml,,Gel,Cuidado personal,Dermatología,SOLARES,507.15,690,,,,SENSIDIANE GEL LIMPIADOR CALMANTE ROSTRO Y CUERPO 200ML
FC-40000131,3571940000131,Trio White Xp Crema Contorno Ojos Anti-Manchas,Noreva,10 ml,,Crema,Cuidado personal,Dermatología,SOLARES,540.22,735,,,,TRIO WHITE XP CREMA CONTORNO OJOS ANTI-MANCHAS 10ML
FC-40000193,3571940000193,Trio White Xp Crema Facial Anti-Manchas FPS 50+,Noreva,40 ml,FPS 50+,Crema,Cuidado personal,Dermatología,SOLARES,808.5,1100,,,,TRIO WHITE XP CREMA FACIAL ANTI-MANCHAS FPS50+ 40ML
FC-40000186,3571940000186,Trio White Xp Suero Facial Anti-Manchas,Noreva,30 ml,,,Cuidado personal,Dermatología,SOLARES,779.1,1060,,,,TRIO WHITE XP SUERO FACIAL ANTI-MANCHAS 30ML
FC-40000308,3571940000308,Trio-D Emulsion Despigmentante,Noreva,30 ml,,,Cuidado personal,Dermatología,SOLARES,852.6,1160,,,,TRIO-D EMULSION DESPIGMENTANTE 30ML
FC-60200937,3401360200937,Xerodiane Ap Aceite Limpiador Anti-Irritaciones,Noreva,400 ml,,,Cuidado personal,Dermatología,SOLARES,514.5,700,,,,XERODIANE AP ACEITE LIMPIADOR ANTI-IRRITACIONES 400ML
FC-60060807,3401360060807,Xerodiane Ap+ Crema Emoliente,Noreva,400 ml,,Crema,Cuidado personal,Dermatología,SOLARES,646.8,880,,,,XERODIANE AP+ CREMA EMOLIENTE 400ML
FC-60060791,3401360060791,Xerodiane Plus,Noreva,200 ml,,Crema,Cuidado personal,Dermatología,SOLARES,477.75,650,,,,XERODIANE PLUS CREMA 200ML
FC-20543654,3401320543654,Xerodiane Plus Limpiadora,Noreva,500 ml,,,Cuidado personal,Dermatología,SOLARES,455.7,620,,,,XERODIANE PLUS LIMPIADORA 500ML
FC-40001602,3571940001602,Actipur Crema para Piel Grasa Color Claro,NOREVA,30 ml,,Crema,Cuidado personal,Dermatología,SOLARES,499.8,680,,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/2_ACTIPUR_Crema_BB_Color_Claro_Anti-imperfecciones_Matificante_caja_copia.jpg,dermaexpress,ACTIPUR CREMA COLOR CLARO 30ML
FC-40001299,3571940001299,Actipur Crema para Piel Grasa Color Dorado,NOREVA,30 ml,,Crema,Cuidado personal,Dermatología,SOLARES,499.8,680,,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/3_ACTIPUR_Crema_BB_Color_Dorado_Anti-imperfecciones_Matificante_caja_copia.jpg,dermaexpress,ACTIPUR CREMA C/DORADO 30ML
FC-40001619,3571940001619,Actipur Gel de Limpieza para Piel Grasa,NOREVA,150 ml,,Gel,Cuidado personal,Dermatología,SOLARES,393.23,535,,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/4_ACTIPUR_Gel_Dermolimpiador_De_Limpieza_Facial.jpg,dermaexpress,ACTIPUR GEL NETTOYANTE 150ML
FC-21207487,3401321207487,Aquareva crema hidratante ligera de día,NOREVA,40 ml,,Crema,Cuidado personal,Dermatología,SOLARES,477.75,650,,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/9_AQUAREVA_Crema_Hidratante_Facial_de_Dia_textura_ligera.jpg,dermaexpress,AQUAREVA CREMA DE DIA 40ML
FC-41249344,3401341249344,Exfoliac Global Crema Tratamiento Anti-Imperfecciones,NOREVA,30 ml,,Crema,Cuidado personal,Dermatología,SOLARES,510.83,695,,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/Adaptaciones-07.jpg,dermaexpress,EXFOLIAC GLOBAL CREMA 30ML
FC-99540141,3401399540141,Exfoliac Roll-on Anti-Imperfecciones,NOREVA,5 ml,,,Cuidado personal,Dermatología,SOLARES,257.25,350,,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/3401399540141.jpg,dermaexpress,EXFOLIAC ROLL-ON ANTI-IMPERFECCIONES 5ML
FC-40001985,3571940001985,Fedele Noreva actipur protector solar SPF50+,NOREVA,30 ml,,,Cuidado personal,Dermatología,SOLARES,499.8,680,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/ba5bbe_f36fe5b2286342a5ae4bb684497e2e8c_mv2.jpg,dermaexpress,NOREVA ACTIPUR BB CREMA TC SPF50+ 30ML 30 ml
FC-61270845,3401561270845,Psoriane Crema Hidratante para Piel con Psoriasis,NOREVA,200 ml,,Crema,Cuidado personal,Dermatología,SOLARES,646.8,880,,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/28_PSORIANE_Crema_calmante_hidratante_facial_y_corporal_copia.jpg,dermaexpress,PSORIANE CREMA 200ML
FC-40000421,3571940000421,Psoriane Shampoo Anti-Escamas,NOREVA,125 ml,,,Cuidado personal,Dermatología,SOLARES,463.05,630,,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/30_PSORIANE_Shampoo_intensivo_calmante_anti-escamas_copia.jpg,dermaexpress,PSORIANE SHAMPOO 125ML
FC-52000408,3401352000408,Sensidiane AR Crema Anti-Rojeces,NOREVA,30 ml,,Crema,Cuidado personal,Dermatología,SOLARES,485.1,660,,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/3401352000408.jpg,dermaexpress,SENSIDIANE AR CREMA 30ML
FC-52000637,3401352000637,Sensidiane crema calmante ligera,NOREVA,40 ml,,Crema,Cuidado personal,Dermatología,SOLARES,345.45,470,,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/38_SENSIDIANE_Crema_Pieles_Normales._Textura_ligera.jpg,dermaexpress,SENSIDIANE CREMA LIGERA P/NORMAL 40ML
FC-60200999,3401360200999,Xerodiane AP+ Bálsamo Hidratante para Piel Muy Seca,NOREVA,200 ml,,,Cuidado personal,Dermatología,SOLARES,576.97,785,,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/3401360200999.jpg,dermaexpress,XERODIANE AP+ BALSAMO HIDRATANTE 200ML
FC-06182667,7508006182667,Aminoter,Panalab,C/30,,Cápsulas,Cuidado personal,Dermatología,CAPILARES,849.3,1318.07,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/75080061822667.1.jpg,dermaexpress,Aminoter Cápsulas
FC-06183305,7508006183305,Aminoter D,Panalab,C/30,,Cápsulas,Cuidado personal,Dermatología,CAPILARES,1002.1,1548.19,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/AMINOTERD_7508006183305_02.jpg,dermaexpress,Aminoter D
FC-06183312,7508006183312,Aminoter Mascarilla capilar,Panalab,140 g,,,Cuidado personal,Dermatología,CAPILARES,616.52,956.83,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/AminoterMask_7508006183312_01.jpg,dermaexpress,Aminoter Mask
FC-06183046,7508006183046,Aminoter max Shampoo anticaída,Panalab,150 ml,,,Cuidado personal,Dermatología,CAPILARES,383.93,598.7,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/AminoterShampooMAX150_7508006183046_06.jpg,dermaexpress,Aminoter Max Shampoo 150
FC-06182506,7508006182506,Aminoter max Shampoo anticaída,Panalab,300 ml,,,Cuidado personal,Dermatología,CAPILARES,740.42,1154.67,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/7508006182506.5.jpg,dermaexpress,Aminoter Max Shampoo 300
FC-24185282,7501124185282,Aminoter Max Shampoo+ Mask Pack,Panalab,,,,Cuidado personal,Dermatología,CAPILARES,821.07,1307.44,,,,AMINOTER MAX SHAMPOO+ MASK PACK
FC-24185299,7501124185299,Aminoter Max Shampoo+ Reparage Pack,Panalab,,,,Cuidado personal,Dermatología,CAPILARES,804.9,1281.7,,,,AMINOTER MAX SHAMPOO+ REPARAGE PACK
FC-06183329,7508006183329,Aminoter Reparage suero capilar,Panalab,50 ml,,,Cuidado personal,Dermatología,CAPILARES,596.57,930.33,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/AminoterRepage_7508006183329_06.jpg,dermaexpress,Aminoter Reparage
FC-06182537,7508006182537,Aminoter Shampoo protección y reparación capilar,Panalab,150 ml,,,Cuidado personal,Dermatología,CAPILARES,381.83,595.47,,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/1200x1200Catalogo-41.jpg,dermaexpress,Aminoter Shampoo 150
FC-06182544,7508006182544,"Aminoter Shampoo, protección y reparación capilar",Panalab,300 ml,,,Cuidado personal,Dermatología,CAPILARES,660.64,1030.27,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/AminoterShampoo300_7508006182544_05.jpg,dermaexpress,Aminoter Shampoo 300
FC-06183053,7508006183053,Bykypad 150 mg Caja,Panalab,C/32 Capsulas,150 mg,Cápsulas,Cuidado personal,Dermatología,MEDICAMENTO,545.46,850.65,,https://gruporfp.vteximg.com.br/arquivos/ids/7000050/7508006183053_01.jpg,farmatodo,Bykypad 150 mg
FC-06183060,7508006183060,Bykypad 300 mg Caja,Panalab,C/20 Capsulas,300 mg,Cápsulas,Cuidado personal,Dermatología,MEDICAMENTO,556.47,867.81,,https://gruporfp.vteximg.com.br/arquivos/ids/7000051/7508006183060_01.jpg,farmatodo,Bykypad 300 mg
FC-24185091,7501124185091,Complidermol 5α plus,Panalab,60 cápsulas,,Cápsulas,Cuidado personal,Dermatología,MEDICAMENTO,968.78,1497.8,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/dd05d191-9a68-4dd2-ae32-9eff0e06a4bb.jpg,dermaexpress,COMPLIDERMOL 5a PLUS 60 CAPSULAS
FC-06185644,7508006185644,Cuteral Crema Hidratante y Reparadora para Piel Sensible,Panalab,40 ml,,Crema,Cuidado personal,Dermatología,LIMPIADORES,528.53,841.61,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/7508006185644.jpg,dermaexpress,Cuteral Crema Envase con 40ml
FC-06182490,7508006182490,Cuteral Tabletas suplemento alimenticio auxiliar en el tratamiento del acné,Panalab,C/30,,Tabletas,Cuidado personal,Dermatología,LIMPIADORES,433.03,655.63,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/CUTERAL_7508006182490_01.jpg,dermaexpress,Cuteral
FC-06183435,7508006183435,Cuteral wash gel limpiador,Panalab,240 ml,,Gel,Cuidado personal,Dermatología,LIMPIADORES,352.48,547.05,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/7508006183435.jpg,dermaexpress,Cuteral Wash
FC-06185538,7508006185538,Cuteral wash probiotic,Panalab,240 ml,,Gel,Cuidado personal,Dermatología,LIMPIADORES,436.75,695.47,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/581ae395-a0cb-4dcf-b2a1-3e23553cd879.jpg,dermaexpress,Cuteral Wash Probiotic Gel
FC-06185545,7508006185545,Cuteral wash probiotic Espuma limpiadora,Panalab,240 ml,,,Cuidado personal,Dermatología,LIMPIADORES,436.75,695.47,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/7508006185545.jpg,dermaexpress,Cuteral Wash Espuma Probiotic
FC-24185749,7501124185749,Duo pack Panalab - Cuteral 30 tabletas c/u,Panalab,,,Tabletas,Cuidado personal,Dermatología,MEDICAMENTO,611.41,1083.61,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/DuoPackCuteralTabs_1.png,dermaexpress,TWO PACK  CUTERAL 30 TABLETAS
FC-24185732,7501124185732,Duo pack Panalab - Leraco,Panalab,30 cápsulas,,Cápsulas,Cuidado personal,Dermatología,ANTIEDAD,1310.39,2369.13,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/DuoPackLeracoCaps_1.png,dermaexpress,TWO PACK  LERACO
FC-24185770,7501124185770,Duo Pack Panalab - Removere 30 g.+ Removere,Panalab,10 g,,,Cuidado personal,Dermatología,MEDICAMENTO,920.97,1671.07,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/DuoPackRemovere_1_4e9a3054-b05c-46a5-9f82-1d438d5461d8.jpg,dermaexpress,TWO PACK  REMOVERE 30 G + REMOVERE 10 G
FC-24185763,7501124185763,Duo pack Panalab - Sk-invita cápsulas 30 caps c/u,Panalab,,,Cápsulas,Cuidado personal,Dermatología,ANTIEDAD,1819.35,3211.55,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/Duo_Pack_Sk-Invita_Caps_1.jpg,dermaexpress,TWO PACK  SK-INVITA 30 CAPSULAS
FC-24181949,7501124181949,Execut 10 mg,Panalab,30 tabletas,10 mg,Tabletas,Cuidado personal,Dermatología,MEDICAMENTO,406.87,634.5,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/7501124181949.jpg,dermaexpress,Execut 10 mg
FC-24182106,7501124182106,Execut 25 mg. oral,Panalab,25 tabletas,25 mg,Tabletas,Cuidado personal,Dermatología,MEDICAMENTO,551.76,860.44,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/1_428edc9f-ddda-4b1a-9ef2-ef9f975829c3.jpg,dermaexpress,Execut 25 mg.
FC-24185480,7501124185480,Kit Aminoter D 30 caps + Aminoter D,Panalab,30 cápsulas,,Cápsulas,Cuidado personal,Dermatología,CAPILARES,1015.11,2111.9,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/7501124185480_hh_4.png,dermaexpress,Twopack Aminoter D
FC-06184623,7508006184623,Lactokey Auxiliar gastrointestinal 30 sobres de,Panalab,2 g,,Sobres,Cuidado personal,Dermatología,SERUMS,1019,1583.04,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/7508006184623.1.jpg,dermaexpress,Lactokey Sobres
FC-06184500,7508006184500,Lera-co Suplemento alimenticio,Panalab,30 cápsulas,,Cápsulas,Cuidado personal,Dermatología,ANTIEDAD,968.83,1505.09,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/LERACO_7508006184500_05.jpg,dermaexpress,Leraco
