sku,nombre,tipo,categoria,marca,laboratorio_inferido,principio_activo,pa_sucio,concentracion,forma_farmaceutica,presentacion,costo,precio,markup_implicito_pct,margen_sobre_venta_pct,regla_markup,regla_markup_pct,piso,ean,ean_clase,ean_nota,precio_similares,precio_fahorro,ref_min,sugerido_min_menos_2,piso_gt_mercado,stock
FC-41500096,Tiraleche de cristal,marca,Botiquín,DAN,,,,,Tiraleche,1 PZA,31.77,48.00,51.1,33.8,categoria,50,48,7501441500096,gs1_mx,EAN-13 México,,,,,,1
FC-08895196,Aspirina,marca,Otro,Aspirina,BRULUART,Acido acetilsalicilico,,,TABLETAS,C/10,9.50,13.00,36.8,26.9,med_otc_marca,35,15,7502208895196,gs1_mx,EAN-13 México,,43.0,43.0,43,,5
FC-56323059,Vaseline puro,marca,Cuidado personal,Vaseline,,,,,Vaselina,85 G,45.50,69.00,51.6,34.1,categoria,40,64,7506306249042,gs1_mx,EAN-13 México,,,,,,1
FC-34063651,Quirmex,marca,Botiquín,Quirmex,QUIRMEX,Vaselina + lanolina,,,Tela adhesiva,,11.70,19.00,62.4,38.4,categoria,50,18,7503003406365,gs1_mx,EAN-13 México,,,,,,5
FC-46655079,Jabon barra Palmolive Neutro Bal Corp Baby,marca,Higiene,Palmolive,,Jabon / tensioactivos,,,Jabón,90 G,17.98,25.00,39.0,28.1,categoria,40,26,7509546655079,gs1_mx,EAN-13 México,,,,,,2
FC-45720567,Quitaesmalte coco,marca,Higiene,SKN,,,,,Tratamiento capilar,100 ML,17.20,25.00,45.3,31.2,categoria,40,25,7502245720567,gs1_mx,EAN-13 México,,,,,,1
FC-5D9DFA3D,Norquinol,generico,Otro,Norquinol,,NORQUINOL,,400 MG,TABLETAS,20 TABLETAS,48.87,78.20,60.0,37.5,med_generico,60,79,7851207554970,gs1_otro_pais,"EAN-13 válido, prefijo 785 (no 750)",,,,,,2
FC-174824A0,Vernisen,marca,Otro,Vernisen,,,,200 MG,TABLETAS,6 TABLETAS,12.38,16.10,30.0,23.1,med_otc_marca,35,18,,vacio,,,,,,,2
FC-11294615,Amikacina,generico,Otro,,,AMIKACINA,,500MG/2 ML,AMPOLLETA,2 AMPOLLETA,31.94,51.11,60.0,37.5,sin_clasificar,35,44,7501349021488,gs1_mx,EAN-13 México,,55.0,55.0,54,,1
FC-56323066,Vaseline FaseLine puro,marca,Cuidado personal,Vaseline,,,,,Vaselina,42 G,27.00,41.00,51.9,34.1,categoria,40,38,7506306249356,gs1_mx,EAN-13 México,,,,,,1
FC-48640775,Venda de yeso 10 cm x 2.75 m,marca,Botiquín,Protec,,Material de curacion,,,Material de curación,1 PZA,18.05,28.00,55.1,35.5,categoria,50,28,7501048640775,gs1_mx,EAN-13 México,,,,,,1
FC-56340117,Crema Para Peinar Sedal Liso Perfecto,marca,Otro,Sedal,,,,,Crema,300 mL,50.07,71.00,41.8,29.5,sin_clasificar,35,68,7501056340117,gs1_mx,EAN-13 México,,,,,,1
FC-82790016,Talco Nuvel Pura Para Bebe,marca,Higiene,Nuvel,,Talco / zinc undecilenato,,,Talco,200 g,20.65,29.00,40.4,28.8,categoria,40,29,7501082790016,gs1_mx,EAN-13 México,,,,,,1
FC-92504539,Cera Ego Brillo,marca,Cuidado personal,Ego,,Cera / resina,,,Cera capilar,25 G,19.28,27.00,40.0,28.6,categoria,40,27,7506192504539,gs1_mx,EAN-13 México,,,,,,1
FC-F183C6E9,Penipot,marca,Otro,Penipot,,BENCILPENICILINA,,"800,000 UI",FRASCO AMPULA,1 FRASCO AMPULA,19.44,25.28,30.0,23.1,sin_clasificar,35,27,7501349011175,gs1_mx,EAN-13 México,31.0,,31.0,31,,6
FC-F7DB080D,Ovisen,marca,Otro,Ovisen,,FLUOXETINA,,20 MG,TABLETAS,28 TABLETAS,20.33,26.43,30.0,23.1,med_otc_marca,35,29,7501573909408,gs1_mx,EAN-13 México,,,,,,1
FC-974EE5FD,Gimalxina,generico,Otro,Gimalxina,,GIMALXINA,,250MG/5/75 ML,SUSPENSION,1 SUSPENSION,27.09,43.35,60.0,37.5,med_generico,60,44,7800831418752,gs1_otro_pais,"EAN-13 válido, prefijo 780 (no 750)",,,,,,1
FC-5BC5F234,Fluconazol,generico,Otro,,,FLUCONAZOL,,150 MG,CAPSULAS,1 CAPSULAS,12.92,20.68,60.1,37.5,med_generico,60,21,7501349012943,gs1_mx,EAN-13 México,,67.0,67.0,66,,2
FC-F967863B,Terficho,marca,Otro,Terficho,,,,100 MG,CAPSULAS,40 CAPSULAS,46.05,59.87,30.0,23.1,med_otc_marca,35,63,,vacio,,,,,,,1
FC-516C2E89,Clamoxin 12H Jr (Amoxicilina/Clavulánico susp.),marca,Otro,Clamoxin,,AMOXICILINA/AC. CLAVULANICO,,400/57MG/5/50 ML,SUSPENSION,1 SUSPENSION,36.79,47.83,30.0,23.1,med_otc_marca,35,50,7502009740503,gs1_mx,EAN-13 México,,,,,,3
FC-9A4E4C31,Clindamicina,generico,Otro,AMSA,,CLINDAMICINA,,600MG/4 ML,FRASCO AMPULA,FRASCO AMPULA,88.42,141.48,60.0,37.5,sin_clasificar,35,120,7501349021860,gs1_mx,EAN-13 México,,135.0,135.0,133,,2
FC-B25B4654,Cina (Ciprofloxacino),marca,Otro,Cina,,,,750 MG,TABLETAS,7 TABLETAS,28.87,37.54,30.0,23.1,med_otc_marca,35,39,,vacio,,,,,,,2
FC-6519183A,Clamoxin (Amoxicilina/Clavulánico 500/125 mg),marca,Otro,Clamoxin,,AMOXICILINA/AC. CLAVULANICO,,125/31.25MG/5/60 ML,SUSPENSION,1 SUSPENSION,27.89,36.26,30.0,23.1,med_otc_marca,35,38,7502009740206,gs1_mx,EAN-13 México,,143.0,143.0,141,,1
FC-FBD776D2,Mercurio Perlas De Eter,marca,Producto,Mercurio,,Producto homeopatico / natural,,,Perlas,C/50,170.00,272.00,60.0,37.5,sin_clasificar,35,230,,vacio,,,,,,,1
FC-FD718DF3,Mercurio Sulfatiazol,marca,Cuidado personal,Mercurio,,Producto homeopatico / natural,,,Pomada,C/25,11.50,18.41,60.1,37.5,categoria,40,17,,vacio,,,,,,,3
FC-35231237,Shampoo Head & Shoulders Anti Comezon,marca,Higiene,Head & Shoulders,,Surfactantes / formula capilar,si,,Shampoo,375 ML,73.76,104.00,41.0,29.1,categoria,40,104,7500435231237,gs1_mx,EAN-13 México,,,,,,1
FC-05965071,Acroxil-C,marca,Otro,Acroxil-C,,,,500/8 MG,CAPSULAS,12 CAPSULAS,24.05,31.27,30.0,23.1,med_otc_marca,35,33,,vacio,,,,,,,1
FC-54503095,Crema Nivea Tarro,marca,Cuidado personal,Nivea,,Emolientes / humectantes,,,Crema,100 ML,60.75,86.00,41.6,29.4,categoria,40,86,7501054503095,gs1_mx,EAN-13 México,,,,,,1
FC-E4BE37BE,Atorvastatina,generico,Otro,,,ATORVASTATINA,,40 MG,TABLETAS,10 TABLETAS,26.35,42.16,60.0,37.5,med_generico,60,43,7851207548580,gs1_otro_pais,"EAN-13 válido, prefijo 785 (no 750)",,217.0,217.0,213,,2
FC-2EDC6E3B,Cefagen,marca,Otro,Cefagen,,CEFALEXINA,,250 MG,TABLETAS,10 TABLETAS,82.09,106.72,30.0,23.1,med_otc_marca,35,111,7502009745119,gs1_mx,EAN-13 México,,,,,,1
FC-D5AC44CA,Amifarin,marca,Otro,Amifarin,,DICLOXACILINA,,500 MG,CAPSULAS,20 CAPSULAS,45.78,59.52,30.0,23.1,med_otc_marca,35,62,,vacio,,43.0,,43.0,43,si,2
FC-BDB2E087,Irbesartan,generico,Otro,,,IRBESARTAN,,300 MG,TABLETAS,14 TABLETAS,70.49,112.79,60.0,37.5,med_generico,60,113,7501349022454,gs1_mx,EAN-13 México,,400.0,400.0,392,,1
FC-9B93AC4C,Beneventol,generico,Otro,Beneventol,,BENEVENTOL,,100MG/5 ML/50 ML,SUSPENSION,1 SUSPENSION,97.60,156.16,60.0,37.5,med_generico,60,157,7502009745737,gs1_mx,EAN-13 México,,,,,,1
FC-A23F290E,Zitriasol,generico,Otro,Zitriasol,,ZITRIASOL,,100 MG,CAPSULAS,15 CAPSULAS,34.61,55.38,60.0,37.5,med_generico,60,56,7502209858107,gs1_mx,EAN-13 México,,,,,,2
FC-D210172A,Ampicilina,generico,Otro,,,AMPICILINA,,1 G/5 ML,FRASCO AMPULA,1 FRASCO AMPULA,25.48,40.77,60.0,37.5,sin_clasificar,35,35,7501349022874,gs1_mx,EAN-13 México,,,,,,2
FC-31976394,Enjuague Bucal Listerine Anticaries,marca,Higiene,Listerine,,,,,Enjuague bucal,250 ML,63.53,89.00,40.1,28.6,categoria,40,89,7702031976394,gs1_otro_pais,"EAN-13 válido, prefijo 770 (no 750)",,,,,,1
FC-C721E8D7,Levofloxacino,generico,Otro,AMSA,,LEVOFLOXACINO,,500 MG,TABLETAS,7 TABLETAS,18.77,30.04,60.0,37.5,med_generico,60,31,7501349021419,gs1_mx,EAN-13 México,,158.0,158.0,155,,2
FC-51444145,Old Spice,marca,Higiene,Old Spice,PG PERF,,,,Desodorante,,277.00,388.00,40.1,28.6,categoria,40,388,7500435144414,gs1_mx,EAN-13 México,,,,,,1
FC-A455EE80,Cefagen,marca,Otro,Cefagen,,CEFALEXINA,,250MG/5/50 ML,SUSPENSION,1 SUSPENSION,74.58,96.96,30.0,23.1,med_otc_marca,35,101,,vacio,,,,,,,1
FC-34067301,Quirmex,marca,Botiquín,Quirmex,QUIRMEX,Vaselina + lanolina,,,Venda,5 CM,6.80,10.00,47.1,32.0,categoria,50,12,7503003406730,gs1_mx,EAN-13 México,,,,,,12
FC-ACA2A2F6,Alopurinol,generico,Otro,,,ALOPURINOL,,300 MG,TABLETAS,20 TABLETAS,21.46,34.34,60.0,37.5,med_generico,60,35,,vacio,,33.0,133.0,33.0,33,si,2
FC-76040610,Desenfriolito Plus Masticables,marca,Analgésico,BAYER,,Clorfenamina/Fenilefrina/Paracetamol,,,TABLETAS,C/24 1 mg/2.5mg/80mg,45.96,78.00,69.7,41.1,med_otc_marca,35,63,7502276040405,gs1_mx,EAN-13 México,,,,,,2
FC-B18E386A,Cefaroxil,marca,Otro,Cefaroxil,,,,500/30 MG,TABLETAS,15 TABLETAS,44.44,57.78,30.0,23.1,med_otc_marca,35,60,,vacio,,,,,,,1
FC-20500201,Shampoo Pert  Ac-Oliva,marca,Higiene,Pert,,Surfactantes / formula capilar,si,,Shampoo,400 ML,23.99,34.00,41.7,29.4,categoria,40,34,8101205002010,gs1_otro_pais,"EAN-13 válido, prefijo 810 (no 750)",,,,,,1
FC-E374F23E,Cefagen,marca,Otro,Cefagen,,CEFALEXINA,,125MG/5/50 ML,SUSPENSION,1 SUSPENSION,48.48,63.03,30.0,23.1,med_otc_marca,35,66,,vacio,,,,,,,1
FC-31887928,Enjuague Buc Listerine Cuidado Total,marca,Higiene,Listerine,,,,,Enjuague bucal,250 ML,63.53,89.00,40.1,28.6,categoria,40,89,7702031887928,gs1_otro_pais,"EAN-13 válido, prefijo 770 (no 750)",,97.0,97.0,96,,1
FC-00942760,Gel Nivea facial hidratante hialurónico,marca,Cuidado personal,Nivea,,Emolientes / humectantes,,,Gel,200 ML,105.35,148.00,40.5,28.8,categoria,40,148,4005900942760,gs1_otro_pais,"EAN-13 válido, prefijo 400 (no 750)",,,,,,1
FC-17360604,Toallas Kotex Regular Flujo Amb,marca,Higiene,Kotex,,Solucion limpiadora,,,Toallas sanitarias,10 pzs,21.21,25.00,17.9,15.2,categoria,40,30,7501017360604,gs1_mx,EAN-13 México,,,,,,2
FC-D06E54FE,Valclan,marca,Otro,Valclan,,AMOXICILINA/AC. CLAVULANICO,,875/125 MG,TABLETAS,10 TABLETAS,51.18,66.54,30.0,23.1,med_otc_marca,35,70,7503000422795,gs1_mx,EAN-13 México,,143.0,143.0,141,,3
FC-06217461,Talco Desodorante Rexona Effi Fresh,marca,Higiene,Rexona,,Antitranspirante / desodorante,si,,Desodorante,200 G,64.12,90.00,40.4,28.8,categoria,40,90,7506306217461,gs1_mx,EAN-13 México,,,,,,1
FC-F4E9C71F,Amoxicilina,generico,Otro,,,AMOXICILINA,,500MG/5/75 ML,SUSPENSION,1 SUSPENSION,72.03,115.25,60.0,37.5,med_generico,60,116,7501349021839,gs1_mx,EAN-13 México,,102.0,102.0,100,si,1
FC-09498091,Pasta Dent Sensodyne Proteccion Comp,marca,Higiene,Sensodyne,,Fluoruro de sodio,,,Material de curación,90 G,70.91,107.00,50.9,33.7,categoria,40,100,7896009498091,gs1_otro_pais,"EAN-13 válido, prefijo 789 (no 750)",,,,,,1
FC-F82A6E4B,Ampicilina,generico,Otro,,,AMPICILINA,,1 G,TABLETAS,10 TABLETAS,27.05,43.28,60.0,37.5,med_generico,60,44,7501349022881,gs1_mx,EAN-13 México,,,,,,3
FC-46074504,Shampoo Mennen Zero%,marca,Higiene,Mennen,,Surfactantes / formula capilar,si,,Shampoo,400 ML,49.97,63.00,26.1,20.7,categoria,40,70,7509546074504,gs1_mx,EAN-13 México,,,,,,1
FC-36033735,Shampoo Ricitos de Oro Oro Agua De Coco,marca,Higiene,Ricitos de Oro,,Surfactantes / formula capilar,si,,Shampoo,250 ML,42.34,60.00,41.7,29.4,categoria,40,60,0378360337358,gs1_otro_pais,"EAN-13 válido, prefijo 037 (no 750)",,,,,,1
FC-40030338,Jabon Intimo Lomecan V Aclar,marca,Higiene,Lomecan,,Jabon / tensioactivos,,,Shampoo,200 ML,70.92,100.00,41.0,29.1,categoria,40,100,6502400303384,prefijo_650_interno,Prefijo 650 no es GS1 país (México=750). Interno Farmalive/Genomma.,,,,,,1
FC-46640629,Venda de yeso 20 cm x 2.75 m,marca,Botiquín,Protec,,Material de curacion,,,Material de curación,1 PZA,40.28,61.00,51.4,34.0,categoria,50,61,7501048640829,gs1_mx,EAN-13 México,,,,,,1
FC-20501765,Crema Grisi aloe vera para manos,marca,Cuidado personal,Grisi,,,,,Crema,80 ML,45.15,64.00,41.7,29.5,categoria,40,64,8101205017656,gs1_otro_pais,"EAN-13 válido, prefijo 810 (no 750)",,,,,,1
FC-75062927,Desodorante Rexona Pom-Dry 48 H,marca,Higiene,Rexona,,Antitranspirante / desodorante,si,,Desodorante,STICK 45 G,53.50,75.00,40.2,28.7,categoria,40,75,75062927,ean8_o_interno,8 dígitos: EAN-8 real o código interno recortado,,,,,,1
FC-76040436,Desodorante Para Pies Mexsana,marca,Higiene,Mexsana,,Antitranspirante / desodorante,si,,Desodorante,SPRAY 150 ML,78.22,110.00,40.6,28.9,categoria,40,110,7502276040436,gs1_mx,EAN-13 México,,,,,,1
FC-40030963,Crema Teatrical Cel-Ma Nutrit,marca,Cuidado personal,Teatrical,,Emolientes / lanolina,,,Crema,400 ML,62.25,88.00,41.4,29.3,categoria,40,88,6502400309638,prefijo_650_interno,Prefijo 650 no es GS1 país (México=750). Interno Farmalive/Genomma.,,,,,,1
FC-88915491,Tarmin 2 Mg /12,marca,Otro,Tarmin,BRULUAGSA,,,,TABLETAS,12 TABLETAS,58.50,77.00,31.6,24.0,med_otc_marca,35,79,7502208891549,gs1_mx,EAN-13 México,12.5,,12.5,13,si,50
FC-E4EFC4C2,Fasiclor,marca,Otro,Fasiclor,,CEFACLOR,,500 MG,CAPSULAS,15 CAPSULAS,137.92,179.30,30.0,23.1,med_otc_marca,35,187,7502009741456,gs1_mx,EAN-13 México,,266.0,266.0,261,,1
FC-35469151,Crema Lubriderm Uv Fps15,marca,Cuidado personal,Lubriderm,,,,,Crema,120 ML,34.41,49.00,42.4,29.8,categoria,40,49,7702035469151,gs1_otro_pais,"EAN-13 válido, prefijo 770 (no 750)",,,,,,1
FC-F3E734A0,Fasiclor,marca,Otro,Fasiclor,,CEFACLOR,,375MG/5/50 ML,SUSPENSION,1 SUSPENSION,63.44,82.48,30.0,23.1,med_otc_marca,35,86,7502009741050,gs1_mx,EAN-13 México,159.0,,159.0,156,,1
FC-52910971,Crema Para Peinar Fructis Borrador de Daño,marca,Cuidado personal,Fructis,,,,,Crema,300 ML,43.58,62.00,42.3,29.7,categoria,40,62,7509552910971,gs1_mx,EAN-13 México,,,,,,1
FC-F48FF7EF,Clamoxin (Amoxicilina/Clavulánico susp. 250/62.5),marca,Otro,Clamoxin,,AMOXICILINA/AC. CLAVULANICO,,250/62.5MG/5/60 ML,SUSPENSION,1 SUSPENSION,35.62,46.31,30.0,23.1,med_otc_marca,35,49,7502009740213,gs1_mx,EAN-13 México,,,,,,1
FC-42417644,Crema Nivea Cuidado Int P/Mano,marca,Cuidado personal,Nivea,,Emolientes / humectantes,,,Crema,75 ML,48.58,69.00,42.0,29.6,categoria,40,69,42417644,ean8_o_interno,8 dígitos: EAN-8 real o código interno recortado,,,,,,1
FC-52816297,Crema Para Peinar Fructis Oil-Repail L-Coco,marca,Cuidado personal,Fructis,,,,,Crema,300 ML,43.58,62.00,42.3,29.7,categoria,40,62,7509552816297,gs1_mx,EAN-13 México,,,,,,1
FC-36032776,Shampoo Ricitos de Oro Oro Biopure,marca,Higiene,Ricitos de Oro,,Surfactantes / formula capilar,si,,Shampoo,250 ML,74.31,105.00,41.3,29.2,categoria,40,105,0378360327762,gs1_otro_pais,"EAN-13 válido, prefijo 037 (no 750)",,,,,,1
FC-07528939,Crema Lubriderm Repa Intens,marca,Cuidado personal,Lubriderm,,,,,Crema,120 mL,31.59,45.00,42.5,29.8,categoria,40,45,7501007528939,gs1_mx,EAN-13 México,,,,,,1
FC-46655727,Jabon Mennen Baby Magic Lavan Hipoalerg,marca,Higiene,Mennen,,Jabon / tensioactivos,,,Jabón,90 G,12.97,19.00,46.5,31.7,categoria,40,19,7509546655727,gs1_mx,EAN-13 México,,,,,,1
FC-40025839,Jabon Intimo Lomecan V,marca,Higiene,Lomecan,,Jabon / tensioactivos,,,Shampoo,200 ML,63.05,89.00,41.2,29.2,categoria,40,89,6502400258394,prefijo_650_interno,Prefijo 650 no es GS1 país (México=750). Interno Farmalive/Genomma.,,,,,,1
FC-369D1689,Beneventol,generico,Otro,Beneventol,,BENEVENTOL,,400 MG,CAPSULAS,6 CAPSULAS,51.43,82.29,60.0,37.5,med_generico,60,83,7502009746253,gs1_mx,EAN-13 México,,,,,,1
FC-428A228F,Gimalxina,generico,Otro,,,GIMALXINA,,500 MG,CAPSULAS,12 CAPSULAS,23.57,37.72,60.0,37.5,med_generico,60,38,,vacio,,,,,,,2
FC-50587FA6,Mexapin,marca,Otro,Mexapin,,,,125MG/5/60 ML,SUSPENSION,1 SUSPENSION,13.93,18.11,30.0,23.1,med_otc_marca,35,19,,vacio,,,,,,,1
FC-95779436,Acetilsalicilico Ef,marca,Otro,Acido,,,,300 MG,TABLETAS,20 TABLETAS,19.07,24.80,30.0,23.1,med_otc_marca,35,26,,vacio,,,,,,,5
FC-A0D320D1,Amoxicilina,generico,Otro,,,AMOXICILINA,,500 MG,CAPSULAS,12 CAPSULAS,18.37,29.40,60.0,37.5,med_generico,60,30,,vacio,,,,,,,5
FC-B69FCBF4,Lesaclor,marca,Otro,Lesaclor,,,,400 MG,TABLETAS,35 TABLETAS,146.11,189.95,30.0,23.1,med_otc_marca,35,198,,vacio,,,,,,,1
FC-B72A6420,Pentiver,marca,Otro,Pentiver,,,,250MG/5/90 ML,SUSPENSION,1 SUSPENSION,27.06,35.18,30.0,23.1,med_otc_marca,35,37,,vacio,,,,,,,1
FC-D9391288,Azitromicina,generico,Otro,,,AZITROMICINA,,200MG/5/15 ML,SUSPENSION,1 SUSPENSION,68.50,109.60,60.0,37.5,med_generico,60,110,,vacio,,,212.0,212.0,208,,1
FC-92511261,Nutribela Bio Colageno,marca,Cuidado personal,Nutribela,,,,,Crema,300 G,41.84,59.00,41.0,29.1,categoria,40,59,7506192511261,gs1_mx,EAN-13 México,,,,,,1
FC-38312374,Cera gel Moco de Gorila Citrus,marca,Cuidado personal,Moco de Gorila,,Cera / resina,,,Cera capilar,100 G,32.34,46.00,42.2,29.7,categoria,40,46,7501438312374,gs1_mx,EAN-13 México,,,,,,1
FC-31244486,Crema Lubriderm piel normal,marca,Cuidado personal,Lubriderm,,,,,Crema,120 ML,31.59,45.00,42.5,29.8,categoria,40,45,7702031244486,gs1_otro_pais,"EAN-13 válido, prefijo 770 (no 750)",,,,,,1
FC-82790504,Nuvel desmaquillante bifásico oil,marca,Cuidado personal,Nuvel,,,,,Desmaquillante,125 ML,27.75,39.00,40.5,28.8,categoria,40,39,7501082790504,gs1_mx,EAN-13 México,,,,,,1
FC-95129166,Cepillo Dent Oral-B Limpieza Intens 2,marca,Higiene,Oral-B,,Material sintetico,,,Cepillo dental,2 PZ,53.19,75.00,41.0,29.1,categoria,40,75,7506195129166,gs1_mx,EAN-13 México,,,,,,1
FC-35169035,Mousse Herbal Essences Rizo,marca,Cuidado personal,Herbal Essences,,,,,Mousse capilar,210 mL,57.90,82.00,41.6,29.4,categoria,40,82,7500435169035,gs1_mx,EAN-13 México,,,,,,1
FC-06249226,Shampoo Savile bio sábila crecimiento resistente,marca,Higiene,Savile,,Surfactantes / formula capilar,si,,Shampoo,700 ML,40.66,57.00,40.2,28.7,categoria,40,57,7506306249226,gs1_mx,EAN-13 México,,,,,,1
FC-36041402,Crema Hinds hidratación extra almendras,marca,Cuidado personal,Hinds,,Emolientes / humectantes,,,Crema,500 ML,39.90,60.00,50.4,33.5,categoria,40,56,0378360414028,gs1_otro_pais,"EAN-13 válido, prefijo 037 (no 750)",,,,,,1
FC-20501673,Crema Hinds líquida agave azul,marca,Cuidado personal,Hinds,,Emolientes / humectantes,,,Crema,400 ML,42.25,60.00,42.0,29.6,categoria,40,60,8101205016734,gs1_otro_pais,"EAN-13 válido, prefijo 810 (no 750)",,,,,,1
FC-85800198,Toallitas Bebin Super,marca,Higiene,Bebin Super,,Solucion limpiadora,,,Toallas húmedas,C/80,26.20,35.00,33.6,25.1,categoria,40,37,6195858001980,gs1_otro_pais,"EAN-13 válido, prefijo 619 (no 750)",,,,,,1
FC-49824911,Prudence condones C/3,marca,Higiene,Prudence,DKT MEXICO,Latex,si,,Condón,C/3,48.60,69.00,42.0,29.6,categoria,40,69,7502214982491,gs1_mx,EAN-13 México,,,,,,1
FC-89100101,Algodón 200 g,marca,Botiquín,Dibak,DIBAR,,,,Algodón,200 G,35.30,53.00,50.1,33.4,categoria,50,53,7501868910010,gs1_mx,EAN-13 México,,,,,,2
FC-06248052,Dove Aero Tono Uniforme Calendula y VitaminaE,marca,Higiene,Dove,,Surfactantes / formula corporal,si,,Desodorante,150 ML,55.89,69.00,23.5,19.0,categoria,45,82,7506306248052,gs1_mx,EAN-13 México,,,,,,3
FC-07502441,Jabon Johnsons Baby Antes/Dorm,marca,Higiene,Johnson,,Jabon / tensioactivos,,,Jabón,75 G,15.51,22.00,41.8,29.5,categoria,40,22,7501007502441,gs1_mx,EAN-13 México,,,,,,1
FC-35231244,Shampoo Head & Shoulders Anti Comezon,marca,Higiene,Head & Shoulders,,Surfactantes / formula capilar,si,,Shampoo,180 ML,36.73,45.00,22.5,18.4,categoria,40,52,7500435231244,gs1_mx,EAN-13 México,,,,,,1
FC-F22C72BE,Clamoxin 12H (Amoxicilina/Clavulánico),marca,Otro,Clamoxin,,AMOXICILINA/AC. CLAVULANICO,,875/125 MG,TABLETAS,10 TABLETAS,55.03,71.54,30.0,23.1,med_otc_marca,35,75,7502009740763,gs1_mx,EAN-13 México,,,,,,5
FC-21012303,Claris toallas desmaquillantes aloe C/40,marca,Higiene,Claris,,Solucion limpiadora,,,Toallas húmedas,C/40,18.86,25.00,32.6,24.6,categoria,40,27,7502221012303,gs1_mx,EAN-13 México,,,,,,2
FC-48690800,Venda Elástica Protec 5 cm x 5 m,marca,Botiquín,Protec,,Material de curacion,,,Material de curación,5 CM x 5 M,14.42,22.00,52.6,34.5,categoria,50,22,7501048690800,gs1_mx,EAN-13 México,,,,,,1
FC-D4AC123B,Mercurio Aceite Almendras,marca,Producto,Mercurio,,Producto homeopatico / natural,,,Aceite,C/25,8.00,12.80,60.0,37.5,sin_clasificar,35,13,,vacio,,,,,,,5
FC-48691005,Venda elástica Protec 10 cm x 5 m,marca,Botiquín,Protec,,Material de curacion,,,Material de curación,10 CM x 5 M,26.48,40.00,51.1,33.8,categoria,50,40,7501048691005,gs1_mx,EAN-13 México,,,,,,1
FC-86494262,Cepillo Oral-B Indicat,marca,Higiene,Oral-B,,Material sintetico,,,Cepillo dental,1 pz,31.02,37.00,19.3,16.2,categoria,40,44,7501086494262,gs1_mx,EAN-13 México,,,,,,2
FC-46072050,Shampoo Mennen miel manzana,marca,Higiene,Mennen,,Surfactantes / formula capilar,si,,Shampoo,200 ML,26.30,37.00,40.7,28.9,categoria,40,37,7509546072050,gs1_mx,EAN-13 México,,,,,,1
FC-84900280,Jaloma Agua de Rosas,marca,Cuidado personal,Jaloma,,,,,Agua de rosas,130 ML,16.87,24.00,42.3,29.7,categoria,40,24,7596849002808,gs1_otro_pais,"EAN-13 válido, prefijo 759 (no 750)",,,,,,1
FC-99428024,Gel Moco de Gorila Punk,marca,Cuidado personal,Moco de Gorila,,,,,Gel,80 G,28.30,36.00,27.2,21.4,categoria,40,40,7501199428024,gs1_mx,EAN-13 México,,,,,,2
FC-06248045,Dove Men Care 72 h,marca,Higiene,Dove,,Surfactantes / formula corporal,si,,Desodorante,150 ML,49.10,60.00,22.2,18.2,categoria,40,69,7506306248045,gs1_mx,EAN-13 México,,,,,,3
FC-4F737E93,Cloxan,marca,Otro,Cloxan,,AMBROXOL,,300MG/120 ML,SOLUCION,1 SOLUCION,44.04,57.26,30.0,23.1,med_otc_marca,35,60,,vacio,,,,,,,1
FC-61123009,Talco Desodorante Odolex Naturals,marca,Higiene,Odolex,,Antitranspirante / desodorante,si,,,300 G,28.10,38.00,35.2,26.1,categoria,40,40,7501361123009,gs1_mx,EAN-13 México,,,,,,1
FC-14985805,Prudence chicle condones C/3,marca,Higiene,Prudence,DKT MEXICO,Latex,si,,Condón,,48.60,69.00,42.0,29.6,categoria,40,69,7502214985805,gs1_mx,EAN-13 México,,,,,,1
FC-0E0A9E42,Clamoxin S (Amoxicilina/Clavulánico susp.),marca,Otro,Clamoxin,,AMOXICILINA/AC. CLAVULANICO,,600/42.9MG/50 ML,SUSPENSION,1 SUSPENSION,47.99,62.39,30.0,23.1,med_otc_marca,35,65,7502009740497,gs1_mx,EAN-13 México,,,,,,1
FC-06249240,Shampoo Savile keratina sábila fuerza reparadora,marca,Higiene,Savile,,Surfactantes / formula capilar,si,,Shampoo,700 ML,40.66,57.00,40.2,28.7,categoria,40,57,7506306249240,gs1_mx,EAN-13 México,,,,,,1
FC-01015141,Lubricante Sico Softlube Origin,marca,Otro,Sico,RB HEALTH,Latex,si,,Lubricante,56.7 G,94.75,119.00,25.6,20.4,sin_clasificar,35,128,7506460101514,gs1_mx,EAN-13 México,,,,,,3
FC-24511636,Silica Shine Sily 3/1 Naran,marca,Cuidado personal,Shine Sily,,Silice / dimeticone,,,Tratamiento capilar,105 ML,44.76,63.00,40.8,29.0,categoria,40,63,7502224511636,gs1_mx,EAN-13 México,,,,,,1
FC-49824391,Prudence 'Ull Retardante C/3,marca,Producto,Prudence,DKT MEXICO,Latex,si,,,C/3,41.31,56.00,35.6,26.2,sin_clasificar,35,56,7502214982439,gs1_mx,EAN-13 México,,,,,,1
FC-49853867,Softlub Extra condones C/3,marca,Higiene,Softlub,DKT MEXICO,,,,Condón,C/3,45.40,64.00,41.0,29.1,categoria,40,64,7502214985386,gs1_mx,EAN-13 México,,,,,,1
