sku,precio,confianza,nombre_fuente,sku_externo,reason,ratio,ean_levic,ean_fc,nombre
FC-47624171,53.75,100,PIS196 NAILEX DESENTERRADOR  12 ML,PIS196,ean_exacto,0.99,7502234762417,7502234762417,Nailex Desenterrador Unas Desenterrador Unas
FC-47640531,53.75,100,PIS195 NAILEX UNA AMARILLA 15 ML,PIS195,ean_exacto,0.99,7502234764053,7502234764053,Nailex El Recuperador
FC-5112881,81.23,100,PIS269 PISACAINA 1 FA 2% 20MG/1ML C/50ML SI,PIS269,ean_exacto,0.96,7501125112881,7501125112881,Pisacaina 2% 20 mg/ml Sol 50 ml
FMX-503320,77.6,100,PIS113 SOLUCION CLORURO DE SODIO 0.9% 1000 ML,PIS113,ean_exacto,1.78,7501125100130,7501125100130,Solucion-Pisa Cs 0.9 C/1000 Ml
FC-25100123,52.84,100,PIS106 SOLUCION CLORURO DE SODIO 0.9% 500 ML,PIS106,ean_exacto,1.5,7501125100123,7501125100123,Solucion CS PiSA cloruro de sodio 0.9% 500 mL
FC-25100116,26.5,100,PIS103 SOLUCION CLORURO DE SODIO 0.9%/250 ML,PIS103,ean_exacto,0.87,7501125100116,7501125100116,Solucion CS PiSA cloruro de sodio 0.9% 250 mL
EQ-PBY008,28.12,100,PBY008 MAX SENS PASSION MIX 1 BLISTER 3+1,PBY008,sku_eq,1.21,7503014377180,7503014377180,Max Sens Passion Mix 1 Blister 3+1
EQ-PBY007,28.12,100,PBY007 MAX SENS TROPICANA MIX 1 BLISTER 3+1,PBY007,sku_eq,1.21,7503014377197,7503014377197,Max Sens Tropicana Mix 1 Blister 3+1
FC-14377074,37.49,100,PBY004 PLAYBOY PLAYPACK 1 BLISTER C/3 PZAS,PBY004,ean_exacto,1.22,7503014377074,7503014377074,Playboy Playpack mixtos
EQ-PGE052,49.19,100,PGE052 ERCATRIV M CALCITRIOL 30  CAPS 0.25 MCG,PGE052,sku_eq,1.04,7503027446125,7503027446125,Ercatriv M Calcitriol 30 Caps 0.25 Mcg
EQ-PGE061,30.05,100,"PGE061 ESTERINOL 40 CAPS 50,000UI",PGE061,sku_eq,1.21,7503027446439,7503027446439,Esterinol 40 Caps 50000ui
EQ-PGE033,16.58,100,PGE033 GELUBRIN 10 CAPS 400 MG,PGE033,sku_eq,1.09,7503008344785,7503008344785,Gelubrín 10 Caps 400 Mg
FC-5C8C9C11,22.58,100,PGE057 GELUBRIN 10 CAPS 600 MG,PGE057,ean_exacto,1.03,7503027446279,7503027446279,Gelubrin
FC-08344716,100.04,100,PGE031 LA FEMME 30 CAPS 3500/400UI/20/10/5 MG,PGE031,ean_exacto,1.14,7503008344716,7503008344716,La Femme vitaminas menopausia C/30
FC-08344488,29.91,100,PGE020 LACTOPRAM 20 CAPS 430 MG,PGE020,ean_exacto,1.04,7503008344488,7503008344488,Lactopram 430 mg C/20
FC-08344495,28.37,100,PGE019 LACTOPRAM INFANTIL 20 CAPS 150 G,PGE019,ean_exacto,1.04,7503008344495,7503008344495,Lactopram infantil 150 mg sabor chocolate
FC-08344303,24.75,100,PGE018 LADEXGEL 12 CAPS 300/2/10 MG,PGE018,ean_exacto,1.2,7503008344303,7503008344303,Ladexgel 300/2/10 mg
EQ-PGE059,40.62,100,"PGE059 LOREFIC-D 30 CAPS 4,000 UI",PGE059,sku_eq,1.05,7503027446408,7503027446408,Lorefic-D 30 Caps 4000 Ui
EQ-PGE046,20.31,100,PGE046 PROGELBEN 20 CAPS 100 MG,PGE046,sku_eq,1.03,7503008344211,7503008344211,Progelben 20 Caps 100 Mg
FC-08344501,66.01,100,PGE017 PROMEGA 3 1 FCO  60 CAP,PGE017,ean_exacto,0.83,7503008344501,7503008344501,Promega 3 Omega 3
FC-08344150,39.3,100,PGE040 PRUGNEX 30 CAPS 12MG/50MG,PGE040,ean_exacto,1.06,7503008344150,7503008344150,Prugnex Senósidos A-B 12 mg + ciruela 50 mg
FC-C101D5B1,117.27,100,QUI131 BISOPROLOL 30 TAB 2.5 MG,QUI131,ean_exacto,1.2,7501109763375,7501109763375,Bisoprolol
FC-09790029,28.55,100,QUI017 LECHE MAGNESI NORMEX 1 SUSP 8.5G/180 ML,QUI017,ean_exacto,1.07,7501109790029,7501109790029,Normex leche de magnesia 8.5 g/100 mL
FC-09760541,45.38,100,QUI018 LECHE MAGNESIA NORMEX 1 SUSP 8.5G/360 ML,QUI018,ean_exacto,1.09,7501109760541,7501109760541,Normex leche de magnesia 8.5 g/100 mL
FC-09790739,15.25,100,QUI016 LECHE MAGNESIA NORMEX 1 SUSP 8.5G/60 ML,QUI016,ean_exacto,1.08,7501109790739,7501109790739,Normex leche de magnesia 8.5 g/100 mL
EQ-QUI096,26.9,100,"QUI096 LEVO, ETINILESTRADIOL 21 TAB 0.15/0.03 M",QUI096,sku_eq,1.18,7501644707506,7501644707506,Levo. Etinilestradiol 21 Tab 0.15/0.03 M
EQ-QUI091,16.88,100,QUI091 MAGSOKON 1 CAJA 26 G,QUI091,sku_eq,1.08,7501109763986,,Magsokon 1 Caja 26 G
EQ-QUM070,82.59,100,QUM070 DROSEQUIM AD 1 JBE 300/160/200 ML,QUM070,sku_eq,1.17,7502223111400,7502223111400,Drosequim Ad 1 Jbe 300/160/200 Ml
FC-23111387,79.5,100,QUM069 DROSEQUIM INF 1 JBE 150/80/200 ML,QUM069,ean_exacto,1.13,7502223111387,7502223111387,Jarabe dropropizina/bromhexina Quimpharma 100 mL
FMX-502386,41.85,100,QUM019 GUAXOQUIM AD 1 JBE 100/50MG/5/140 ML,QUM019,ean_exacto,1.0,7502223112193,7502223112193,Guaxoquim Jarabe C/140 Ml
EQ-QUM043,25.0,100,QUM043 HISTAPHARM 10 TAB 5 MG,QUM043,sku_eq,1.14,7502223112346,7502223112346,Histapharm 10 Tab 5 Mg
EQ-QUM006,41.76,100,QUM006 MITAFAR 1 SUSP 100MG/5/60 ML,QUM006,sku_eq,1.09,7502223111073,7502223111073,Mitafar 1 Susp 100mg/5/60 Ml
EQ-QUM014,115.36,100,QUM014 PHARMACAINE 1 AER 10G/100ML/115 ML,QUM014,sku_eq,1.14,7502223111202,,Pharmacaine 1 Aer 10g/100ml/115 Ml
EQ-QUM052,75.2,100,QUM052 QUIMIKAN 1 SOL C/ APLI 10 ML 200MG/ 1 ML,QUM052,sku_eq,1.18,7502223112445,7502223112445,Quimikan 1 Sol C/ Apli 10 Ml 200mg/ 1 Ml
EQ-QUM068,74.61,100,QUM068 QUIMUNEX 1 SOL 100 MG/100 ML,QUM068,sku_eq,1.09,7502223111288,7502223111288,Quimunex 1 Sol 100 Mg/100 Ml
FC-34067851,15.6,100,QIR005 ALGODÓN TORUNDAS 1 BOL 75 G,QIR005,ean_exacto,0.89,7503003406785,7503003406785,Torundas de algodon Quirmex
FC-34064021,10.36,100,QIR016 HISOPOS 1 ENVASE 100 PZAS,QIR016,ean_exacto,0.88,7503003406402,7503003406402,Cotonetes Quirmex 100 pzs
FC-29003221,3.5,100,QIR045 VASO COPRO ESTERIL 1 PZA 120 ML,QIR045,ean_exacto,0.96,7506552900322,7506552900322,Vaso Recolector Para Muestras Quirmex capacidad 120 mL
FC-34067781,21.13,100,QIR021 VENDA ELASTICA 1 VENDA 30 CM,QIR021,ean_exacto,0.89,7503003406778,7503003406778,Quirmex venda 30 cm
FC-27875568,47.05,100,RAM100 DESROTAN 10 TAB 180 MG,RAM100,ean_exacto,0.99,7502227875568,7502227875568,Desrotan fexofenadina 180 mg C/10
EQ-RAM014,63.03,100,RAM014 FERMIG 2 TAB 100 MG,RAM014,sku_eq,1.02,7502227871058,7502227871058,Fermig 2 Tab 100 Mg
FC-27872123,20.27,100,RAM054 RAAMCINET 10 TAB 10 MG,RAM054,ean_exacto,1.03,7502227872123,7502227872123,Raamcinet cetirizina 10 mg
FC-27871416,15.16,100,RAM048 RAAMFEN 30 TAB 25 MG,RAM048,ean_exacto,0.98,7502227871416,7502227871416,Raamfen difenidol 25 mg
EQ-RAD096,42.49,100,RAD096 CALCIO EFE 12 COMP 500 MG,RAD096,sku_eq,1.09,7501563380439,7501563380439,Calcio Efe 12 Comp 500 Mg
EQ-RAD092,14.77,100,RAD092 DEXTROMETORFANO 1 JBE 300 MG/120 ML,RAD092,sku_eq,1.09,7501563380408,7501563380408,Dextrometorfano 1 Jbe 300 Mg/120 Ml
EQ-RAD081,14.2,100,RAD081 FUMARATO FERROSO 50 TAB 200MG,RAD081,sku_eq,1.03,7501563380163,7501563380163,Fumarato Ferroso 50 Tab 200mg
EQ-RAD082,20.0,100,RAD082 INDOMETACINA 30 CAPS 25 MG,RAD082,sku_eq,1.0,7501563380286,7501563380286,Indometacina 30 Caps 25 Mg
EQ-RAD093,15.28,100,RAD093 METRONIDAZOL 30 TAB 500 MG,RAD093,sku_eq,1.02,7501563380316,7501563380316,Metronidazol 30 Tab 500 Mg
FC-03388008,51.66,100,RAY114 VELATUSS 1 SOL 600MG/120 ML,RAY114,ean_exacto,1.5,7502003388008,7502003388008,Velatuss levodropropizina jarabe 120 mL
FC-03388107,40.41,100,RAY083 VOMISIN 20 TAB 50 MG,RAY083,ean_exacto,1.01,7502003388107,7502003388107,Vomisin (Dimenhidrinato) 50 mg
FC-95467264,173.28,100,LIV169 SAL DE UVAS PICOT 50 SOB 2.4/19/.21G,LIV169,ean_exacto,1.06,7501095467264,7501095467264,Sal de Uvas Ixh C/50
FC-50724298,192.66,100,LIV178 TEMPRA JARABE FRESA 3.2 G 120 ML,LIV178,ean_exacto,1.16,7501058714305,7501058714305,Tempra jarabe Infantil
FC-08100099,112.5,100,SAN007 CALTRON 600+D 60 TAB 600MG /125 UI,SAN007,ean_exacto,1.06,714908100099,0714908100099,Caltrón 600+D calcio 600 mg / vitamina D 125 UI
FC-08100013,46.39,100,SAN013 EUCALIN 1 JBE 120 ML,SAN013,ean_exacto,1.04,714908100013,714908100013,Eucalín jarabe miel y propóleo 120 ml
EQ-SAN025,73.55,100,SAN025 REVENOX 60 TAB 3 MG,SAN025,sku_eq,1.02,714908100228,714908100228,Revenox 60 Tab 3 Mg
FMX-505399,50.76,100,SAN070 SALUDOL 1 GEL 100 G,SAN070,ean_exacto,1.02,714908105650,714908105650,Saludol-Corporal Gel C/100 Gr
FMX-303355,88.52,100,SAN134 TAFLAVIX 40 TAB 100MG/60MG FCO,SAN134,ean_exacto,0.98,714908105940,714908105940,Taflavix Frasco C/40
FC-54221482,47.13,100,SFE277 DEFLAMOX PLUS 1 SUSP 125/100MG/5ML 75ML,SFE277,ean_exacto,1.11,7501385491146,7501385491146,Deeflamox Plus
FC-80596011,109.01,100,SFO066 ADEROGYL 4 AMP 3 ML,SFO066,ean_exacto,1.12,3664798059601,3664798059601,Aderogyl ampolletas C/4
FC-89794961,135.42,100,SFO026 HISTIACIL NF 1 JBE INFANTIL 150ML,SFO026,ean_exacto,1.1,7501328979496,7501328979496,Histiacil NF Infantil (Jarabe)
FC-50002301,75.71,100,SFO055 NEO MELUBRINA 10 TAB 500MG,SFO055,ean_exacto,1.05,7501165000230,7501165000230,Neo-Melubrina metamizol tabletas C/10
FC-14704163,61.91,100,SEN007 SUPOSITORIOS SENOSIAIN NIO /10,SEN007,ean_exacto,0.98,7501314704163,7501314704163,Senosiain supositorios infantil C/10
EQ-SER001,68.66,100,SER001 ASMARAL-K 30 TAB 1 MG,SER001,sku_eq,1.12,7501258200288,7501258200288,Asmaral-K 30 Tab 1 Mg
FC-D9391288,76.74,100,SER076 AZITROMICINA 1 SUSP 200MG/5/15 ML,SER076,ean_exacto,1.12,7501258210393,7501258210393,Azitromicina
EQ-SER116,250.76,100,SER116 CYRUX 28 TAB 200 MCG,SER116,sku_eq,1.13,7501258205221,7501258205221,Cyrux 28 Tab 200 Mcg
EQ-SER165,120.64,100,SER165 ESTRANIM 10 CAPS 75 MG,SER165,sku_eq,1.04,7501258208178,7501258208178,Estranim 10 Caps 75 Mg
EQ-SER117,283.95,100,SER117 LISERTIL 30 TAB 2.5 MG,SER117,sku_eq,1.11,7501258205474,7501258205474,Lisertil 30 Tab 2.5 Mg
EQ-SER025,37.63,100,SER025 LONIXER 10 TAB 250 MG,SER025,sku_eq,1.16,7501258203586,7501258203586,Lonixer 10 Tab 250 Mg
EQ-SER183,131.25,100,SER183 MURREOLAK 20 TAB EFERVECENTES 600 MG,SER183,sku_eq,1.02,7501258215954,7501258215954,Murreolak 20 Tab Efervecentes 600 Mg
EQ-SER093,47.27,100,SER093 OXITAL C 10 COMP 1G,SER093,sku_eq,1.05,7501258206723,7501258206723,Oxital-C 10 Comp 1 G
FC-58207010,68.68,100,SER141 OXITAL C 10 COMP 2G,SER141,ean_exacto,1.1,7501258207010,7501258207010,Oxital-C (Vitamina C) 2 g efervescente
FC-82200016,48.43,100,SOF054 OMEPRAZOL (AKTYZAR) 120 CAPS 20MG,SOF054,ean_exacto,1.04,7501482200016,7501482200016,Aktyzar omeprazol Solfran capsulas C/120
EQ-SOF041,117.17,100,SOF041 VIXGOPLISOL 60 TAB 500 MG,SOF041,sku_eq,1.05,7502274791163,7502274791163,Vixgoplisol 60 Tab 500 Mg
FC-74792047,127.21,100,SOF073 VOLDRATOL NATURAL 25 SOB 27.9G,SOF073,ean_exacto,1.02,7502274792047,7502274792047,"Voldratol Electrolitos sabor natural, sobre 27.9 g"
FC-74792061,127.21,100,SOF056 VOLDRATOL SABOR UVA 25 SOB 28.14G,SOF056,ean_exacto,1.14,7502274792061,7502274792061,"Voldratol Electrolitos sabor uva, sobre 28.14 g"
FC-85BDBD3D,27.78,100,SON138 ACROXIL-C 1 SUSP 250/8MG/5/60 ML,SON138,ean_exacto,1.09,7502001169296,7502001169296,Acroxil-C
FC-05965071,29.92,100,SON139 ACROXIL-C 12 CAPS 500/8 MG,SON139,ean_exacto,1.24,7502001163775,7502001163775,Acroxil-C
EQ-SON175,85.21,100,SON175 ARDOSONS 20 CAPS 215/25/0.75 MG,SON175,sku_eq,1.41,7502001162426,7502001162426,Ardosons 20 Caps 215/25/0.75 Mg
EQ-SON024,32.64,100,SON024 BENTIX 1 CMA 40G 3/0.0 %,SON024,sku_eq,1.16,7502001161511,7502001161511,Bentix 1 Cma 40g 3/0.0 %
EQ-SON220,31.25,100,SON220 CLOTRIMAZOL 1 OV 500 MG,SON220,sku_eq,1.13,7502001164413,7502001164413,Clotrimazol 1 Ov 500 Mg
EQ-SON164,60.76,100,SON164 CLOTRIMAZOL DUAL 3 OVS 200MG 1CMA 10G 1%,SON164,sku_eq,1.21,7502001163485,7502001163485,Clotrinazol Dual 3 Ovs 200mg 1cma 10g
EQ-SON214,52.08,100,SON214 DEXAMETASONA/CIPROFLOXACINO SOL 3.5/1/5,SON214,sku_eq,1.21,7502001164338,7502001164338,Dexametasona/Ciprofloxacino Sol
EQ-SON039,29.76,100,SON039 DICLEOPHEN 12 CAPS 500 MG,SON039,sku_eq,1.11,7502001163782,7502001163782,Dicleophen 12 Caps 500 Mg
EQ-SON160,35.11,100,SON160 DISONS DEX 1 FA 5/2 MG,SON160,sku_eq,0.95,7502001164833,7502001164833,Disons Dex 1 Fa 5/2 Mg
FC-830BF3FB,39.93,100,SON189 DIVILTAC 1 FA 150/10MG/1 ML,SON189,ean_exacto,1.16,7502001165311,7502001165311,Diviltac
FC-01165045,30.38,100,SON044 DOLZYCAM 1 GEL 5MG/100G DE 60 G,SON044,ean_exacto,1.22,7502001165045,7502001165045,Dolzycam (Piroxicam) gel 0.5%
EQ-SON098,40.97,100,"SON098 FENIMETH V 12 OVS 500MG/100,000 UI",SON098,sku_eq,1.89,7502001164697,7502001164611,Metroson 1 Susp 250mg/5/120 Ml
EQ-SON089,28.82,100,SON089 MAGNIL 1 JBE 250MG/5/100 ML,SON089,sku_eq,1.2,7502001160231,7502001160231,Magnil 1 Jbe 250mg/5/100 Ml
EQ-SON092,24.3,100,SON092 MECLISON 1 GOT 16.66/8.33MG/1/15 ML,SON092,sku_eq,1.15,7502001162518,7502001162518,Meclison 1 Got 15 Ml
EQ-SON091,26.51,100,SON091 MECLISON 20 TAB 50/25 MG,SON091,sku_eq,1.19,7502001162525,7502001162525,Meclison 20 Tab 50/25 Mg
EQ-SON096,26.04,100,SON096 METROSON 1 SUSP 250MG/5/120 ML,SON096,sku_eq,0.76,7502001164611,7502001164697,Fenimeth V 12 Ovs 500mg/100000 Ui
EQ-SON225,38.19,100,SON225 MORNIN 7 CAPS 40 MG,SON225,sku_eq,2.74,7502001162365,,Norkin 7 Caps 40 Mg
FC-E6112F15,76.04,100,SON102 NALIXONE 20 TAB 500/50 MG,SON102,ean_exacto,1.2,7502001165533,7502001165533,Nalixone
EQ-SON104,31.43,100,SON104 NEODERM-F 1 CMA 40G,SON104,sku_eq,1.22,7502001166028,7502001166028,Neoderm-F 1 Cma 40g
EQ-SON153,56.43,100,SON153 NYSMOSONS-V 10 OVS 500/0.5MG/100000 UI,SON153,sku_eq,1.31,7502001164086,7502001164086,Nysmosons-V 10 Ovs 500/0.5mg/100000 Ui
EQ-SON204,39.77,100,SON204 PHENDEX OTICO 1 SUSP 2/10/50MG/10 ML,SON204,sku_eq,1.3,7502001162693,7502001162693,Phendex Otico 1 Susp 2/10/50mg/10 Ml
FC-01165953,31.25,100,SON268 REXURDIR 16 CAPS 400 MG,SON268,ean_exacto,1.04,7502001165953,7502001165953,Rexurdir nifuroxazida 400 mg C/16
FC-01163232,30.38,100,SON113 RIDIN PED 1 JBE 3.5/3.5/2.5MG/5/120 ML,SON113,ean_exacto,1.14,7502001163232,7502001163232,Ridin Pediátrica jarabe dextrometorfano/guaifenesina/clorfenamina
EQ-SON256,36.21,100,SON256 SONBLEFAM S 1 CMA .100 G/ 40 G,SON256,sku_eq,1.12,7502001166592,7502001166592,Sonblefan S 1 Cma .100 G/ 40 G
EQ-SON233,39.68,100,SON233 ZIMETON 20 TAB 130/50/40 MG,SON233,sku_eq,0.7,7502001165397,,Zimeton 20 Tab 130/50/40 Mg
FC-47521025,62.49,100,STR009 HEMOGER 50 GRAG 300 MG,STR009,ean_exacto,1.11,7501547521025,7501547521025,Hemoger (Sulfato ferroso) 300 mg
FC-F7A2CACF,62.49,100,STR006 INDARZONA 30 CAPS 25/0.5 MG,STR006,ean_exacto,1.11,7501547509016,7501547509016,Indarzona
EQ-STR008,35.62,100,STR008 TROCILETAS-B LIMON. 12 TAB 2.5/10 MG,STR008,sku_eq,1.11,7501547522145,7501547522145,Trociletas-B Limon. 12 Tab 2.5/10 Mg
EQ-COD086,21.87,100,COD086 BAÑO COLOIDE 1 PVO 96.5/2/90 G,COD086,sku_eq,1.2,7503028771684,7503028771684,Bano Coloide 1 Pvo 96.5/2/90 G
EQ-COD060,26.25,100,COD060 MARACINA 1 SPRAY 30 ML 150 MG /100 ML,COD060,sku_eq,1.05,7503028771400,7503028771400,Maracina 1 Spray 30 Ml 150 Mg /100 Ml
EQ-TEM009,47.06,100,TEM009 LEVOTIROXINA 100 TAB 100 MCG,TEM009,sku_eq,1.03,7501249600813,7501249600813,Levotiroxina 100 Tab 100 Mcg
FC-C9F4ACCC,52.31,100,ULT201 ACEMETACINA 14 CAPS 90 MG,ULT201,ean_exacto,1.33,7502216800984,7502216800984,Acemetacina
FC-82F88FED,8.11,100,ULT097 CAPTOPRIL 30 TAB 25 MG,ULT097,ean_exacto,1.02,7502216792579,7502216792579,Captopril
FC-E6B50AC3,35.28,100,ULT180 CELECOXIB 10 CAPS 200MG,ULT180,ean_exacto,1.01,7502216805361,7502216805361,Celecoxib
EQ-ULT103,7.87,100,ULT103 DICLOFENACO 20 TAB 100 MG,ULT103,sku_eq,1.04,7502216802919,7502216802919,Diclofenaco 20 Tab 100 Mg
FMX-505289,34.32,100,"ULT129 DICLOFENACO,COMPLEJO B 30 TAB 50/1 MG",ULT129,ean_exacto,1.05,7502216790865,7502216790865,Diclofenaco/Complejo-B-Ultra Grageas C/30
FC-53506FA4,8.1,100,ULT104 ENALAPRIL 30 TAB 10 MG,ULT104,ean_exacto,1.0,7502216792845,7502216792845,Enalapril
EQ-ULT230,15.89,100,ULT230 LEVONORGESTREL 1 TAB 1.5 MG,ULT230,sku_eq,1.03,7502216806474,7502216806474,Levonorgestrel 1 Tab 1.5 Mg
EQ-ULT146,15.19,100,ULT146 PIOGLITAZONA 7 TAB 15 MG,ULT146,sku_eq,1.04,7502216796737,7502216796737,Pioglitazona 7 Tab 15 Mg
EQ-ULT191,9.98,100,ULT191 PIROXICAM 20 TAB 20 MG,ULT191,sku_eq,1.05,7502216797376,7502216797376,Piroxicam 20 Tab 20 Mg
EQ-ULT145,24.64,100,ULT145 SILDENAFIL 4 TAB 100 MG,ULT145,sku_eq,1.02,7502216796843,7502216796843,Sildenafil 4 Tab 100 Mg
EQ-ULT224,48.53,100,"ULT224 TELMISARTAN, HIDROCLO 14 TAB 80/12.5 MG",ULT224,sku_eq,1.03,7502216803244,7502216803244,"Telmisartan, Hidroclo 14 Tab 80/12.5 Mg"
EQ-VIC030,37.49,100,VIC030 TOFEL 10 TAB 50/500 MG,VIC030,sku_eq,1.0,656599040226,656599040226,Tofel 10 Tab 50/500 Mg
FC-2225010,29.03,100,VIA005 DERMAN CREMA 25G 1 TUBO 2/5/100G,VIA005,ean_exacto,1.04,354312225010,354312225010,Derman Crema 25 g
FC-12225027,51.89,95,VIA006 DERMAN CREMA 50G 1 TUBO 2/5/100G,VIA006,ean_sin_dv,1.16,354312225027,3543122250276,Derman Crema 50 g
FC-12250181,61.1,100,VIA008 ROCAINOL 45G 1 UNG 16/8/100G,VIA008,ean_exacto,1.15,354312625018,354312625018,Rocainol Ung
FC-76000277,69.75,100,VIA025 VITACILINA FACIAL HUMECTANTE 1 CMA 100G,VIA025,ean_exacto,0.91,7506376000277,7506376000277,Vitacilina crema humectante
EQ-VIT073,73.85,100,VIT073 BOCETIX 1 SOL 50 MG 150 ML,VIT073,sku_eq,1.01,7501478317421,7501478317421,Bocetix 1 Sol 50 Mg 150 Ml
FC-D5AC44CA,46.96,100,WAN024 AMIFARIN 20 CAPS 500 MG,WAN024,ean_exacto,1.03,7503001007113,7503001007113,Amifarin
FC-50587FA6,14.42,100,WAN006 MEXAPIN 1 SUSP 125MG/5/60 ML,WAN006,ean_exacto,1.04,7503001007120,7503001007120,Mexapin
FC-01007199,37.16,100,WAN009 VALCLAN 10 TAB 500/125 MG,WAN009,ean_exacto,2.06,7503001007199,7503001007199,Valclan 500 mg / 125 mg Caja con 10 tabletas Wandel
FC-01007250,51.87,100,WAN018 VALCLAN 10 TAB 875/125 MG,WAN018,ean_exacto,1.01,7503001007250,7503001007250,Valclan 875 mg / 125 mg Caja con 10 tabletas Wandel
EQ-WAN013,21.78,100,WAN013 VANDIX 1 SUSP 250MG/5/75 ML,WAN013,sku_eq,1.06,7503001007069,7503001007069,Vandix 1 Susp 250mg/5/75 Ml
FC-4C621D07,20.51,100,WAN015 VANMOXOL 1 SUSP 250/15MG/5/90 ML,WAN015,ean_exacto,1.14,7503001007205,7503001007205,Vanmoxol
EQ-WER025,28.12,100,WER025 AMANTADINA(ROSEL) 24 CAPS 50/3/300 MG,WER025,sku_eq,1.02,7503003738404,7503003738404,Amantadina(Rosel) 24 Caps 50/3/300 Mg
FC-9A37D44A,28.16,100,WER027 AMDORY 14 CAPS 30 MG,WER027,ean_exacto,1.0,7503003738961,7503003738961,Amdoryl
EQ-WER038,24.5,100,WER038 CHARYN 3 TAB 500 MG,WER038,sku_eq,0.98,7502240450018,7502240450018,Charyn 3 Tab 500 Mg
EQ-WER046,61.32,100,WER046 MEVEDIM 15 TAB 600 MG,WER046,sku_eq,1.0,7502240450827,7502240450827,Mevedim 15 Tab 600 Mg
EQ-WER040,12.57,100,WER040 PUNAB 30 TAB 50 MG,WER040,sku_eq,1.02,7502240450070,7502240450070,Punab 30 Tab 50 Mg
FC-40450230,26.93,100,WER033 ROSEL 1 SOL 0.5/.02/3 G/ 60 ML,WER033,ean_exacto,1.0,7502240450230,7502240450230,Rosel solución infantil 0.5/0.02/3 g
FC-03738879,22.25,100,WER015 ROSEL T 15 TAB 300/50/3 MG,WER015,ean_exacto,1.05,7503003738879,7503003738879,Rosel-t antigripal C/15
FC-759A5EF9,24.59,100,WER036 WERMY 15 CAPS 300 MG,WER036,ean_exacto,0.62,7502240450773,7502240450773,Wermy
FC-50D044FF,39.52,100,WER037 WERMY 30 CAPS 300 MG,WER037,ean_exacto,1.61,7502240450780,7502240450780,Wermy
FC-1DAD5EF1,25.0,100,AVT134 TUSILEN AD 1 JBE 240/30/50MG/100/118 ML,AVT134,ean_exacto,1.03,7502209810365,7502209810365,Tusilen adulto jarabe
EQ-BEA424,7.67,100,BEA424 METOPROLOL 20 TAB 100MG,BEA424,sku_eq,1.12,7501342804408,7501342804408,Metoprolol 20 Tab 100mg
EQ-ALP0300,20.41,100,ALP0300 ACIDO ACETILSALICILICO EF 20 TAB 300 MG,ALP0300,sku_eq,1.07,7501384504908,7501384504908,Acido Acetilsalicilico Ef 20 Tab 300 Mg
FC-89810021,93.52,100,ALM077 HERKLIN 1 FCO 60 ML,ALM077,ean_exacto,1.18,7501089810021,7501089810021,Shampoo Herklin
FC-98100381,148.67,100,ALM076 HERKLIN CHMP. 120 ML,ALM076,ean_exacto,1.15,7501089810038,7501089810038,Shampoo Herklin
FC-71800210,159.97,100,ATL109 FLOROGLU/TRIMETILFLORO 20 CAP 80/80 MG,ATL109,ean_exacto,1.05,7501471800210,7501471800210,Floroglucinol / Trimetilfloroglucinol 80/80 mg
FC-84335531,83.07,100,LIV140 CAFIASPIRINA FORTE 24 TAB 650/65 MG,LIV140,ean_exacto,1.16,7501008433553,7501008433553,Aspirina Forte C/24 Caf Iaspirina
FC-60403681,71.36,100,LIV147 DESENFRIOL D 30 TAB 500/5/2 MG,LIV147,ean_exacto,1.13,7502276040368,7502276040368,Desenfriol D
FC-84973401,228.41,100,LIV154 FLANAX  12 TAB 550 MG,LIV154,ean_exacto,1.25,7501008497340,7501008497340,Flanax Naproxeno
FC-08426944,135.23,100,LIV155 FLANAX GEL 5.5 % 40 GR,LIV155,ean_exacto,1.15,7501008426944,7501008426944,Flanax Gel Naproxeno Sodico
FC-C636D8EA,19.16,100,BEA462 CEFTRIAXONA I.M. 1 FA 1G/3.5 ML,BEA462,ean_exacto,1.96,7506624900519,7506624900519,Ceftriaxona IM 1 g (Inyectable)
FC-24901059,11.54,100,BEA483 SENOSIDOS 20 TAB 8.6 MG,BEA483,ean_exacto,1.04,7506624901059,7506624901059,beadvance Senósidos A-B 8.6 mg
FMX-302287,58.5,100,BLB033 BELAPIEL PIERNAS CANSADAS 1 CMA 200 G,BLB033,ean_exacto,1.09,7502009748196,7502009748196,Belapiel/Piernas-Cansadas Crema C/200 Gr
FC-73902966,14.09,100,BIO103 NAFICH 1 CMA 1% 15 G,BIO103,ean_exacto,1.08,7501573902966,7501573902966,Nafich (Terbinafina) crema 1%
EQ-BIO058,29.51,100,BIO058 WADIL 30 TAB 500/5 MG,BIO058,sku_eq,1.02,7501573900252,7501573900252,Wadil 30 Tab 500/5 Mg
FC-08895042,44.63,100,BRL075 BRULUAQUIL 24 TAB 250/250/65 MG,BRL075,ean_exacto,1.05,7502208895042,7502208895042,Bruluaquil AAS/paracetamol/cafeína 250/250/65 mg
FC-88923551,7.88,100,BRL016 CILOCID (ACIDO FOLICO) 20 TAB 5 MG,BRL016,ean_exacto,1.09,7502208892355,7502208892355,Cilocid
FC-88915491,7.15,100,BRL043 TARMIN 12 TAB 2 MG,BRL043,ean_exacto,0.12,7502208891549,7502208891549,Tarmin 2 Mg /12
