sku,nombre_original,nombre,marca,presentacion,principio_activo,tipo,margen_pct,costo,precio_nuevo
FC-45079011,Eresa Pomada Labello Bde Merico $ 56.50 Descto: 2.0% Eresa Pomada Labello Bde Merico,Labello,Labello,,,marca,60,56.5,90.4
FC-14980596,Mora C/3 Dkt Cond Prudence Mexico 34.10 Mora C/3 Cond Prudence Mexico,Prudence Mora Cond Mexico 34.10 Mora Cond Mexico,Prudence,C/3,,marca,60,31.03,49.65
FC-49800151,Cond Prudence Clasico C/3 I Dkt Mexico 32.20 Descto: 9.0% Cond Prudence Clasico C/3 I Dkt Mexico,Prudence Clasico C/3,Prudence,C/3,,marca,60,29.3,46.88
FC-62746605,Jarabe 250 Ml 1 Nat Descto: 2.0% Ajolotius Bioal Imentos Jarabe 250 Ml 1 Ajolotius Bioal Imentos,Jarabe 250 Ml 1 Nat Ajolotius Bioal Imentos,Jarabe,JARABE,,marca,30,28.0,36.4
FC-45045281,Pomada Labello Hydro-C I Bde Mexico $ 56.50 Descto: 2.0% $ 55.37 Pomada Labello Hydro-C I Bde Mexico,Labello Hydro-C,Labello,,,marca,60,56.5,90.4
FC-54504870,Pomada I.Abeili.C Lasico | Rde Mexic( 56.50 Descto: 2.0% $ 55.37 56.50 Lasico | Rde Mexic(,Lásico Pomada I.Abeili.C 56.50 56.50,Lásico,,,marca,60,55.37,88.6
FC-52400212,Ajolotius Jengibre Tab C/10 Bioalimentos Nati Jengibre C/10 Bioalimentos,Ajolotius Jengibre Tab Nati Jengibre,Ajolotius,C/10,,marca,30,20.5,26.65
FC-24004581,Ajolotius Pastillas Elderberry Past Bioalimentos Nat $ 21.00 Descto: 2.0% Ajolotius Pastillas Elderberry Past,Ajolotius Pastillas Elderberry Past,Ajolotius,,,marca,60,21.0,33.6
FC-56034041,Toa Hum Escudo Intbacterial C/50 $ Besbfrzy Clark 15.60 Toa Hum Escudo Intbacterial C/50 Besbfrzy Clark,Escudo Intbacterial $ Besbfrzy Clark 15.60 Toa Hum Intbacterial Besbfrzy Clark,Escudo,C/50,,marca,60,15.29,24.47
FC-21042481,1083 Oro Manzanilla Ml Hnos 31.40 Descto: 2.0% Oro Manzanilla Hnos,Manzanilla Ml Hnos 31.40 Hnos,Manzanilla,,,marca,60,30.77,49.24
FC-52400267,", Ajolotius Jbe Elderberry 2501 Bioalimentos Nati 74.70 $ $ 73.21 Elderberry 2501 Bioalimentos Nati",Ajolotius,Ajolotius,,,marca,60,73.21,117.14
FC-62746612,Ajolotius Jarabe S/Azucar 250 Ml. I Bioalimentos Nati $ 89.20 $ 87.42 Ajolotius Jarabe S/Azucar 250 Ml. I Bioalimentos N,Ajolotius,Ajolotius,JARABE,,marca,30,89.2,115.96
FC-52400038,Ajolotius Menta Eucal S/Azucar Past Ajolotius Menta Eucal,Ajolotius Menta Eucal S/Azucar Past Menta Eucal,Ajolotius,,,marca,60,21.36,34.18
FC-62746698,Ajolotius Jarabe Reforzado 250 Ml Bioalimentos Nat: Ajolotius Jarabe Reforzado,Ajolotius,Ajolotius,JARABE,,marca,30,7.45,9.69
FC-45307181,Poroso Arnica Parche Leon Bde Poroso Arnica Parche,Arnica Bde Parche,Arnica,,,marca,60,149.35,238.96
FC-62746643,Ajolotius Menta Fucal C/10 Bioalimentos Ajolotius Menta Fucal,Ajolotius Menta Fucal Menta Fucal,Ajolotius,C/10,,marca,60,19.5,31.21
